Name,InChIKey,Mix label,Exact Mass,Formula,[M+H]+,[M+NH4]+,[M+Na]+
Verdinexor,OPAKEJZFFCECPN-XQRVVYSFSA-N,Pandemic 18,442.09768,C18H12F6N6O,443.104959,460.131499,465.086899
"3-(1H-indol-5-yl)-5-[4-[(4-methylpiperazin-1-yl)methyl]phenyl]-1H-pyrrolo[2,3-b]pyridine",QKKIWEILHCXECO-UHFFFAOYSA-N,Pandemic 18,421.22665,C27H27N5,422.2339269,439.2604669,444.2158669
"N'-(4-chlorophenyl)-N-(2,2,6,6-tetramethylpiperidin-4-yl)oxamide",ZKXLQCIOURANAD-UHFFFAOYSA-N,Pandemic 18,337.1557,C17H24ClN3O2,338.1629857,355.1895257,360.1449257
Triapine,XMYKNCNAZKMVQN-NYYWCZLTSA-N,Pandemic 18,195.05787,C7H9N5S,196.0651475,213.0916875,218.0470875
N-[[4-[(pyrimidin-2-ylamino)methyl]phenyl]methyl]pyrimidin-2-amine,PXZXYRKDDXKDTK-UHFFFAOYSA-N,Pandemic 18,292.1436445,C16H16N6,293.1509255,310.1774655,315.1328655
6-chloro-4-cyclopropyl-3-methyl-4-propyl-1H-quinazolin-2-one,AMSSKRNHQKLQOW-UHFFFAOYSA-N,Pandemic 18,278.1185909,C15H19ClN2O,279.1258719,296.1524119,301.1078119
1-[2-(4-tert-butylphenyl)-2-(indan-2-ylamino)ethyl]-3-(trifluoromethyl)pyridin-2-one,ARDZNPZYNMTXDH-UHFFFAOYSA-N,Pandemic 18,454.2232,C27H29F3N2O,455.2304791,472.2570191,477.2124191
"Methyl 2-(4-butylphenyl)-4-methyl-1,3-thiazole-5-carboxylate",XGTCMQWFALJKJB-UHFFFAOYSA-N,Pandemic 18,289.1136498,C16H19NO2S,290.120931,307.147471,312.102871
"4-amino-1-benzyl-6-(trifluoromethyl)-3H-imidazo[4,5-c]pyridin-2-one",OQBWPSLLJDBFNI-UHFFFAOYSA-N,Pandemic 18,308.0885,C14H11F3N4O,309.0957765,326.1223165,331.0777165
Iniparib,MDOJTZQKHMAPBK-UHFFFAOYSA-N,Pandemic 19,291.93449,C7H5IN2O3,292.9417699,309.9683099,314.9237099
"N-cyclohexyl-2-(N-[2-(1H-indol-3-yl)acetyl]-4-propan-2-ylanilino)-2-(3,4,5-trimethoxyphenyl)acetamide",XRBKJDHRNLCVHP-UHFFFAOYSA-N,Pandemic 19,597.32027,C36H43N3O5,598.3275525,615.3540925,620.3094925
Maribavir,KJFBVJALEQWJBS-XUXIUFHCSA-N,Pandemic 19,375.07526,C15H19Cl2N3O4,376.0825425,393.1090825,398.0644825
Namodenoson,IPSYPUKKXMNCNQ-PFHKOEEOSA-N,Pandemic 19,544.01228,C18H18ClIN6O4,545.0195587,562.0460987,567.0014987
Terameprocol,ORQFDHFZSMXRLM-IYBDPMFKSA-N,Pandemic 19,358.21441,C22H30O4,359.2216904,376.2482304,381.2036304
1-(4-chlorophenyl)-N-methyl-N-phenylcyclobutane-1-carboxamide,IKYRKAUVHXFIEV-UHFFFAOYSA-N,Pandemic 19,299.1076919,C18H18ClNO,300.1149729,317.1415129,322.0969129
2-(4-bromophenyl)-6-chloroquinoline-4-carboxylic,LCUJVPKQAPUUAQ-UHFFFAOYSA-N,Pandemic 19,360.95052,C16H9BrClNO2,361.9577998,378.9843398,383.9397398
7-[(2-benzothiazolylamino)[4-(difluoromethoxy)phenyl]methyl]-8-quinolinol,YDSHHDISKUSKFW-UHFFFAOYSA-N,Pandemic 19,449.10095,C24H17F2N3O2S,450.1082353,467.1347753,472.0901753
Betulinic acid,QGJZLNKBHJESQX-FZFNOLFKSA-N,Pandemic 19,456.36035,C30H48O3,457.3676264,474.3941664,479.3495664
Fludarabine,HBUBKKRHXORPQB-GIMIYPNGSA-N,Pandemic 19,285.0873321,C10H12FN5O4,286.094613,303.121153,308.076553
Tipifarnib,PLHJCIYEEKOWNM-HHHXNRCGSA-N,Pandemic 19,488.11707,C27H22Cl2N4O,489.1243477,506.1508877,511.1062877
1-Hydroxy-10-methylacridone,NHYDBJFGZCQFEO-UHFFFAOYSA-N,Pandemic 19,225.07898,C14H11NO2,226.0862596,243.1127996,248.0681996
Pradigastat,GXALXAKNHIROPE-UHFFFAOYSA-N,Pandemic 19,455.18206,C25H24F3N3O2,456.1893425,473.2158825,478.1712825
N-[3-(dimethylamino)propyl]-4-(8-hydroxyquinolin-6-yl)benzamide,QDBVSOZTVKXUES-UHFFFAOYSA-N,Pandemic 19,349.17903,C21H23N3O2,350.186308,367.212848,372.168248
Pritelivir,IVZKZONQVYTCKC-UHFFFAOYSA-N,Pandemic 19,402.0820324,C18H18N4O3S2,403.0893138,420.1158538,425.0712538
"7-chloro-10-methyl-2-[[4-(morpholinomethyl)phenyl]methyl]-5-phenyl-pyrazolo[3,4-b][1,5]benzodiazepin-4-one",VKALDCMAEMVTMA-UHFFFAOYSA-N,Pandemic 19,513.1931528,C29H28ClN5O2,514.2004338,531.2269738,536.1823738
4-[[4-(4-chlorophenoxy)phenyl]sulfonylmethyl]-N-hydroxyoxane-4-carboxamide,ROSNVSQTEGHUKU-UHFFFAOYSA-N,Pandemic 19,425.06999,C19H20ClNO6S,426.0772672,443.1038072,448.0592072
"(1R,2S,7R,8S)-N-{3-[6-hydroxy-3-(3-methyl-butyl)-4-oxo-3-aza-tricyclo[6.2.1.02,7]undec-5-en-5-yl]-1,1-dioxo-1,4-dihydro-1lambda6-benzo[1,2,4]thiadiazin-7-yl}-methanesulfonamide",AXQWSKSKNKFXCX-LOSGSANQSA-N,Pandemic 19,522.1606767,C23H30N4O6S2,523.1679581,540.1944981,545.1498981
"4-[[2-[[5-bromo-4-(4-cyclopropylnaphthalen-1-yl)-1,2,4-triazol-3-yl]sulfanyl]acetyl]amino]-3-chlorobenzoic",MPNGLQDRSJNLPL-UHFFFAOYSA-N,Pandemic 19,555.99715,C24H18BrClN4O3S,557.0044329,574.0309729,578.9863729
(4-Nitrophenyl)methyl,NNARXJVWUPPZIP-UUWRZZSWSA-N,Pandemic 19,634.28251,C34H42N4O6S,635.2897873,652.3163273,657.2717273
Abafungin,TYBHXIFFPVFXQW-UHFFFAOYSA-N,Pandemic 2,378.15143,C21H22N4OS,379.1587135,396.1852535,401.1406535
Carbendazim,TWFZGCMQGLPBSX-UHFFFAOYSA-N,Pandemic 2,191.06948,C9H9N3O2,192.0767575,209.1032975,214.0586975
Amorolfine,MQHLMHIZUIDKOO-AYHJJNSGSA-N,Pandemic 2,317.27186,C21H35NO,318.2791458,335.3056858,340.2610858
2-amino-N-[4-[5-phenanthren-2-yl-3-(trifluoromethyl)pyrazol-1-yl]phenyl]acetamide,YULUCECVQOCQFQ-UHFFFAOYSA-N,Pandemic 2,460.1511,C26H19F3N4O,461.1583767,478.1849167,483.1403167
Deferasirox,BOFQWVMAQOTZIW-UHFFFAOYSA-N,Pandemic 2,373.10626,C21H15N3O4,374.113537,391.140077,396.095477
5-Fluorocytosin,XRECTZIEBJDKEO-UHFFFAOYSA-N,Pandemic 2,129.03384,C4H4FN3O,130.0411209,147.0676609,152.0230609
1-(4-Chlorophenyl)-3-(pyridine-4-carbonylamino)thiourea,QVPPQDAPAFWTCK-UHFFFAOYSA-N,Pandemic 2,306.0342097,C13H11ClN4OS,307.0414908,324.0680308,329.0234308
(1R)-N-benzyl-N-methyl-1-(1-naphthyl)ethanamine,LFWXWAVDSWFXHT-MRXNPFEDSA-N,Pandemic 2,275.1673997,C20H21N,276.1746807,293.2012207,298.1566207
Luliconazole,YTAOBBFIOAEMLL-MNWMYKRDSA-N,Pandemic 2,352.9614946,C14H9Cl2N3S2,353.968776,370.995316,375.950716
6-(Dimethylamino)-5-fluoropyrimidin-2(1H)-one,ODSMLDZBFVDLKY-UHFFFAOYSA-N,Pandemic 2,157.0651401,C6H8FN3O,158.0724211,175.0989611,180.0543611
"4-(2,4-difluorophenyl)-N-(5-methyl-1,2-oxazol-3-yl)benzenesulfonamide",XPHDEHGEYDSHQE-UHFFFAOYSA-N,Pandemic 2,350.05367,C16H12F2N2O3S,351.0609508,368.0874908,373.0428908
"N-(5-methyl-1,2-oxazol-3-yl)-4-(propylamino)benzenesulfonamide",RABXUTUHXGTCQM-UHFFFAOYSA-N,Pandemic 2,295.0990624,C13H17N3O3S,296.1063436,313.1328836,318.0882836
Flutolanil,PTCGDEVVHUXTMP-UHFFFAOYSA-N,Pandemic 2,323.11331,C17H16F3NO2,324.1205942,341.1471342,346.1025342
N-(5-fluoro-2-oxo-1H-pyrimidin-6-yl)benzamide,KCUPNJVFRBGYFW-UHFFFAOYSA-N,Pandemic 2,233.06005,C11H8FN3O2,234.0673357,251.0938757,256.0492757
Olorofim,SUFPWYYDCOKDLL-UHFFFAOYSA-N,Pandemic 2,498.218,C28H27FN6O2,499.2252333,516.2517733,521.2071733
Fluopicolide,GBOYJIHYACSLGN-UHFFFAOYSA-N,Pandemic 2,381.96543,C14H8Cl3F3N2O,382.9727114,399.9992514,404.9546514
N-[(1R)-1-(4-fluorophenyl)ethyl]-3-(2-isoquinolin-3-yl-1H-imidazol-5-yl)benzamide,SIBDJDZVNXVLEX-QGZVFWFLSA-N,Pandemic 20,436.1699395,C27H21FN4O,437.1772205,454.2037605,459.1591605
Cyclopropavir,KMUNHOKTIVSFRA-KXFIGUGUSA-N,Pandemic 20,263.10184,C11H13N5O3,264.1091203,281.1356603,286.0910603
"1-methyl-3,5-diphenyl-7-(trifluoromethyl)-1,5-benzodiazepine-2,4-dione",RXVFRMXAXTXYKU-UHFFFAOYSA-N,Pandemic 20,410.1242124,C23H17F3N2O2,411.1314933,428.1580333,433.1134333
"1,1-dioxide 1-Thioflavone",FJAZFZVVYUKQSH-UHFFFAOYSA-N,Pandemic 20,270.0350652,C15H10O3S,271.0423464,288.0688864,293.0242864
"(S)-1-((2S,4R)-4-benzyl-2-hydroxy-5-(((1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl)amino)-5-oxopentyl)-N-(tert-butyl)-4-(furo[2,3-b]pyridin-5-ylmethyl)piperazine-2-carboxamide",UBUFVRJUGFJQSI-PPJSLLJVSA-N,Pandemic 20,653.35772,C38H47N5O5,654.3650006,671.3915406,676.3469406
"5-[2-[2,6-dimethyl-4-(2-methyltetrazol-5-yl)phenoxy]ethyl]-3-methyl-isoxazole",MMAKATGSYRJQPM-UHFFFAOYSA-N,Pandemic 20,313.15387,C16H19N5O2,314.1611559,331.1876959,336.1430959
Peldesine,DOHVAKFYAHLCJP-UHFFFAOYSA-N,Pandemic 20,241.09636,C12H11N5O,242.103641,259.130181,264.085581
"2-[[(6R)-6-(diphenylcarbamoyloxymethyl)-6-hydroxy-7,8-dihydro-5H-naphthalen-1-yl]oxy]acetic acid",UZJAIYJXBYWENR-AREMUKBSSA-N,Pandemic 20,447.16819,C26H25NO6,448.1754685,465.2020085,470.1574085
Benzenemethanol,DBNZTRPIBJSUIX-WAYWQWQTSA-N,Pandemic 20,412.2150781,C27H28N2O2,413.2223592,430.2488992,435.2042992
"3-[[(2S)-2-carbamoylpyrrolidin-1-yl]methyl]-1-[(4-fluorophenyl)methyl]-N-hydroxy-N-methyl-pyrrolo[2,3-c]pyridine-5-carboxamide",XGYYVDZJWSDWDE-IBGZPJMESA-N,Pandemic 20,425.1863178,C22H24FN5O3,426.1935988,443.2201388,448.1755388
3-Piperidineacetamide,LNGBIKCCEMPBEN-SANMLTNESA-N,Pandemic 20,440.2463783,C29H32N2O2,441.2536593,458.2801993,463.2355993
Iclaprim,HWJPWWYTGBZDEG-UHFFFAOYSA-N,Pandemic 20,354.16919,C19H22N4O3,355.1764716,372.2030116,377.1584116
"1-[[1,5-bis(4-chlorophenyl)pyrazol-3-yl]methyl]-4,4-dimethyl-1,4-azasilinane",SMFLDLVEYHKLAQ-UHFFFAOYSA-N,Pandemic 20,429.1194797,C22H25Cl2N3Si,430.1267607,447.1533007,452.1087007
"2-[2,4-bis(trifluoromethyl)imidazo[1,2-a][1,8]naphthyridin-8-yl]-1,3,4-oxadiazole",GRHYZVJEXKTJOS-UHFFFAOYSA-N,Pandemic 20,373.0398291,C14H5F6N5O,374.0471098,391.0736498,396.0290498
Cilastatin,DHSUYTOATWAVLW-RXOUDOFYSA-N,Pandemic 20,358.15624,C16H26N2O5S,359.1635241,376.1900641,381.1454641
Cispentacin,JWYOAMOZLZXDER-UHNVWZDZSA-N,Pandemic 20,129.07898,C6H11NO2,130.0862596,147.1127996,152.0681996
Lomefloxacin,ZEKZLJVOYLTDKK-UHFFFAOYSA-N,Pandemic 20,351.13945,C17H19F2N3O3,352.1467288,369.1732688,374.1286688
"8-[6-[3-(dimethylamino)propoxy]pyridin-3-yl]-3-methyl-1-(oxan-4-yl)imidazo[4,5-c]quinolin-2-one",AOTRIQLYUAFVSC-UHFFFAOYSA-N,Pandemic 20,461.24269,C26H31N5O3,462.2499709,479.2765109,484.2319109
N-(5-tert-butyl-2-methoxyphenyl)-2-(4-(2-morpholinoethoxy)naphthalen-1-yl)-2-oxoacetamide,GHVRAPBHFZUHHM-UHFFFAOYSA-N,Pandemic 20,490.24677,C29H34N2O5,491.2540532,508.2805932,513.2359932
Tomatidine,XYNPYHXGMWJBLV-VXPJTDKGSA-N,Pandemic 20,415.34503,C27H45NO2,416.3523107,433.3788507,438.3342507
Methyl N-(4-methyl-1H-benzimidazol-2-yl)carbamate,TZVPHEKAVUIROV-UHFFFAOYSA-N,Pandemic 3,205.0851266,C10H11N3O2,206.0924076,223.1189476,228.0743476
Metipirox,QVWDCUMRWIBGJX-UHFFFAOYSA-N,Pandemic 3,139.0633285,C7H9NO2,140.0706095,157.0971495,162.0525495
5-Fluoro-6-(methylamino)pyrimidin-2(1H)-one,HHCIGERYCJXKQX-UHFFFAOYSA-N,Pandemic 3,143.04949,C5H6FN3O,144.056771,161.083311,166.038711
"10-acetyl-11-[4-(benzyloxy)-3-methoxyphenyl]-3,3-dimethyl-2,3,4,5,10,11-hexahydro-1H-dibenzo[b,e][1,4]diazepin-1-one",PNTOXXYTCJYURV-UHFFFAOYSA-N,Pandemic 3,496.2362075,C31H32N2O4,497.2434885,514.2700285,519.2254285
Revaprazan,LECZXZOBEZITCL-UHFFFAOYSA-N,Pandemic 3,362.19067,C22H23FN4,363.1979559,380.2244959,385.1798959
Trimethoprim,IEDVJHCEMCRBQM-UHFFFAOYSA-N,Pandemic 3,290.13789,C14H18N4O3,291.1451715,308.1717115,313.1271115
Miconazole,BYBLEWFAAKGYCD-UHFFFAOYSA-N,Pandemic 3,413.98602,C18H14Cl4N2O,414.9933048,432.0198448,436.9752448
"9-hexyl-9H-xanthene-3,6-diol",JWQAIVZHKYHNTD-UHFFFAOYSA-N,Pandemic 3,298.1568946,C19H22O3,299.1641756,316.1907156,321.1461156
"5-naphthalen-1-yl-1,2-dihydropyrazol-3-one",IJLXVKPGJDODPJ-UHFFFAOYSA-N,Pandemic 3,210.07931,C13H10N2O,211.086594,228.113134,233.068534
2-(2-((benzofuran-2-carboxamido)methyl)-5-methoxy-1H-indol-1-yl)acetic,CYMXZVQAGCGDHU-UHFFFAOYSA-N,Pandemic 3,378.12157,C21H18N2O5,379.1288527,396.1553927,401.1107927
2-(2-Hydroxy-3-tert-butylphenyl)-1H-benzimidazole-6-carboxamidine,DICPPDRBLOSCQJ-UHFFFAOYSA-N,Pandemic 3,308.1637113,C18H20N4O,309.1709923,326.1975323,331.1529323
2-(3-fluorophenyl)-1-[[1-(4-fluorophenyl)triazol-4-yl]methyl]benzimidazole,VHJVDRYUHMVXRY-UHFFFAOYSA-N,Pandemic 3,387.1295519,C22H15F2N5,388.1368328,405.1633728,410.1187728
Cloxacillin,LQOLIRLGBULYKD-JKIFEVAISA-N,Pandemic 3,435.06557,C19H18ClN3O5S,436.0728505,453.0993905,458.0547905
"4-amino-8-benzyl-2-butylsulfanyl-5H-pteridine-6,7-dione",QRSFJFCWTGHZCD-UHFFFAOYSA-N,Pandemic 3,357.12595,C17H19N5O2S,358.133227,375.159767,380.115167
"N-(1,3-Benzodioxol-5-ylmethyl)-2-(2,4-dichlorophenoxy)propanamide",HTLITQCTVJDOQP-UHFFFAOYSA-N,Pandemic 3,367.03781,C17H15Cl2NO4,368.0450943,385.0716343,390.0270343
6-Fluoro-3-((E)-2-pyridin-3-yl-vinyl)-1H-indole,YBSDQTBCNYWBMX-ONEGZZNKSA-N,Pandemic 3,238.09063,C15H11FN2,239.0979075,256.1244475,261.0798475
"N-(3,5-dimethoxyphenyl)-2-(2,5-dioxo-4,4-diphenylimidazolidin-1-yl)acetamide",MNKQXVACTXTJAG-UHFFFAOYSA-N,Pandemic 3,445.16377,C25H23N3O5,446.1710519,463.1975919,468.1529919
Gepotidacin,PZFAZQUREQIODZ-UHFFFAOYSA-N,Pandemic 4,448.2222888,C24H28N6O3,449.2295698,466.2561098,471.2115098
Trimetrexate,NOYPYLRCIDNJJB-UHFFFAOYSA-N,Pandemic 4,369.18009,C19H23N5O3,370.1873706,387.2139106,392.1693106
"3-(4-aminophenethyl)-8-benzyl-7-(2-(ethyl(2-hydroxyethyl)amino)ethyl)-1-propyl-3,7-dihydro-1H-purine-2,6-dione",QVEHDKFBFDUCEZ-UHFFFAOYSA-N,Pandemic 4,518.30054,C29H38N6O3,519.3078201,536.3343601,541.2897601
Methyl N-[[3-(ethylcarbamoylamino)-5-(2-methylpyridin-4-yl)isoquinolin-8-yl]methyl]carbamate,ZQYNHBTULYYGMD-UHFFFAOYSA-N,Pandemic 4,393.1800896,C21H23N5O3,394.1873706,411.2139106,416.1693106
"Ethyl N-[8-[[5-(diethylamino)-4-methylpentan-2-yl]amino]-2,3-diphenylpyrido[2,3-b]pyrazin-6-yl]carbamate",MKJUVACMILVNTO-UHFFFAOYSA-N,Pandemic 4,540.3212745,C32H40N6O2,541.3285556,558.3550956,563.3104956
5-[6-(ethylcarbamoylamino)-4-phenylpyridin-3-yl]pyridine-3-carboxylic,HGBUEIWFNDRSBG-UHFFFAOYSA-N,Pandemic 4,362.1378904,C20H18N4O3,363.1451715,380.1717115,385.1271115
2-(1H-benzimidazol-2-ylmethylsulfanyl)-N-(4-fluorophenyl)-6-methylpyrimidin-4-amine,QLPQJDAFTXMKPG-UHFFFAOYSA-N,Pandemic 4,365.1110447,C19H16FN5S,366.1183259,383.1448659,388.1002659
N-{[3-(2h-Indazol-5-Yl)phenyl]sulfonyl}-L-Threoninamide,RDKBQXPBHLCILS-HWPZZCPQSA-N,Pandemic 4,374.10488,C17H18N4O4S,375.1121573,392.1386973,397.0940973
(S)-1-(2-Phenylbenzamido)ethaneboronic,KSQKYYBTKYZZEJ-LLVKDONJSA-N,Pandemic 4,269.1223238,C15H16BNO3,270.1296047,287.1561447,292.1115447
Tafenoquine,LBHLFPGPEGDCJG-UHFFFAOYSA-N,Pandemic 4,463.20828,C24H28F3N3O3,464.2155573,481.2420973,486.1974973
Erythromycin,ULGZDMOVFRHVEP-RWJQBGPGSA-N,Pandemic 4,733.46124,C37H67NO13,734.4685222,751.4950622,756.4504622
1-[(5-bromo-2-hydroxyphenyl)methyl]-1-(4-fluorophenyl)-3-phenylurea,IDBXTEOAGAQZPK-UHFFFAOYSA-N,Pandemic 4,414.0379181,C20H16BrFN2O2,415.0451995,432.0717395,437.0271395
"3-phenyl-6-piperazin-1-yl-[1,2,4]triazolo[3,4-a]phthalazine",FDIVMSREIKIVCW-UHFFFAOYSA-N,Pandemic 4,330.1592946,C19H18N6,331.1665756,348.1931156,353.1485156
"N,N'-Bis[3-(4,5-Dihydro-1h-Imidazol-2-Yl)phenyl]biphenyl-4,4'-Dicarboxamide",HOYOJUMMRGKESB-UHFFFAOYSA-N,Pandemic 4,528.22737,C32H28N6O2,529.2346552,546.2611952,551.2165952
"4,7-Dichloro-1-benzothien-2-yl",ZRZPQNCNBISJFG-UHFFFAOYSA-N,Pandemic 4,338.93649,C9H8BCl2NO4S2,339.9437668,356.9703068,361.9257068
"2-(2,3-Dihydro-1H-8-thia-5,7-diaza-cyclopenta[a]inden-4-ylsulfanyl)-benzoic",QFTBUYQYYPLHDV-UHFFFAOYSA-N,Pandemic 4,328.0340196,C16H12N2O2S2,329.041301,346.067841,351.023241
N-(naphthalen-1-ylmethyl)thiophene-2-carboxamide,AKTJAXKMJDHOHK-UHFFFAOYSA-N,Pandemic 4,267.07179,C16H13NOS,268.0790662,285.1056062,290.0610062
"1-[2-(4-tert-butylphenyl)-2-(2,3-dihydro-1H-inden-2-ylamino)ethyl]-3-(trifluoromethyl)pyridin-2-one",AQQGCGUVPKXMDD-UHFFFAOYSA-N,Pandemic 4,335.0922593,C16H18NO5P,336.0995407,353.1260807,358.0814807
"2-(3-Aminopropyl)-N-(5-nitro-1,3-thiazol-2-yl)benzamide",DXGJIEOCVJSZKN-UHFFFAOYSA-N,Pandemic 4,306.07866,C13H14N4O3S,307.0859425,324.1124825,329.0678825
2-(3-Phenoxybenzamido)Benzoic,MIKJQLWATXBRIP-UHFFFAOYSA-N,Pandemic 4,333.10011,C20H15NO4,334.107389,351.133929,356.089329
"N-(4-methoxyphenyl)-2-(6-oxo-[1,3]thiazolo[3,2-b][1,2,4]triazol-5-yl)acetamide",KSYONHWIFPZGSJ-UHFFFAOYSA-N,Pandemic 5,304.06301,C13H12N4O3S,305.0702924,322.0968324,327.0522324
"N,N'-bis[2-(aminocarbonyl)phenyl]terephthalamide",PIDYOOGTVDDMEE-UHFFFAOYSA-N,Pandemic 5,402.13281,C22H18N4O4,403.1400861,420.1666261,425.1220261
"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-(methylsulfanylmethyl)pyrrolidin-3-ol",NTHMDFGHOCNNOE-ZJUUUORDSA-N,Pandemic 5,293.13103,C13H19N5OS,294.1383124,311.1648524,316.1202524
2-Heptyl-3-hydroxy-quinolone,CEIUIHOQDSVZJQ-UHFFFAOYSA-N,Pandemic 5,259.15723,C16H21NO2,260.1645099,277.1910499,282.1464499
1-[(3-amino-2-methylphenyl)methyl]-4-(2-thiophen-2-ylethoxy)pyridin-2-one,YCLREGRRHGLOAK-UHFFFAOYSA-N,Pandemic 5,340.12455,C19H20N2O2S,341.1318301,358.1583701,363.1137701
"1-(2,4-dichlorophenoxy)-3-[3-[2-(diethylamino)ethyl]-2-iminobenzimidazol-1-yl]propan-2-ol",CPQPZEJHVYXXIM-UHFFFAOYSA-N,Pandemic 5,450.15893,C22H28Cl2N4O2,451.1662125,468.1927525,473.1481525
"2-Chloro-N-(3-cyano-4,5,6,7-tetrahydro-benzo[b]thiophen-2-yl)-5-diethylsulfamoyl-benzamide",VKXNIAWKFHPGRL-UHFFFAOYSA-N,Pandemic 5,451.07911,C20H22ClN3O3S2,452.0863926,469.1129326,474.0683326
"3-[2-(4-benzoylpiperazin-1-yl)ethyl]-6-(3-ethyl-4-methylanilino)-1H-pyrimidine-2,4-dione",YLTNZSAWERXYOE-UHFFFAOYSA-N,Pandemic 5,461.2426899,C26H31N5O3,462.2499709,479.2765109,484.2319109
Avibactam,NDCUAPJVLWFHHB-UHNVWZDZSA-N,Pandemic 5,265.03686,C7H11N3O6S,266.0441373,283.0706773,288.0260773
N-[(2-chlorophenyl)methyl]quinoxaline-2-carboxamide,NCZJJFNYBODBAF-UHFFFAOYSA-N,Pandemic 5,297.0668897,C16H12ClN3O,298.0741707,315.1007107,320.0561107
"N-[(2,4-difluorophenyl)methyl]-N-[2-[(17-methoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaen-16-yl)oxy]ethyl]-2-(1,2,4-triazol-1-yl)ethanamine",XHYFMKBYXFRSLK-UHFFFAOYSA-N,Pandemic 5,586.2260373,C32H30F2N5O4,587.2338668,604.2604068,609.2158068
"2-[(E)-2-(1,3-benzodioxol-5-yl)ethenyl]-1H-benzimidazole",UOGVENCZRABKHM-SOFGYWHQSA-N,Pandemic 5,264.0898776,C16H12N2O2,265.0971586,282.1236986,287.0790986
2-[[1-aminoethyl(hydroxy)phosphoryl]methyl]decanoic acid,OWSWHFVHBUVQOR-UHFFFAOYSA-N,Pandemic 5,293.1756,C13H28NO4P,294.1828764,311.2094164,316.1648164
"5-(phenylsulfanyl)quinazoline-2,4-diamine",BUFDQCGCADQQQY-UHFFFAOYSA-N,Pandemic 5,268.07827,C14H12N4S,269.0855486,286.1120886,291.0674886
"N-(2-Indanyl)-6-(3-aminophenyl)-1,3,5-triazine-2,4-diamine",DQYZOVKMAQJKBZ-UHFFFAOYSA-N,Pandemic 5,318.15929,C18H18N6,319.1665756,336.1931156,341.1485156
Tert-butyl N-[[4-[[(3S)-2-oxooxolan-3-yl]carbamoyl]phenyl]methyl]carbamate,WIRZPGOUKBHUHF-ZDUSSCGKSA-N,Pandemic 5,334.1528718,C17H22N2O5,335.1601528,352.1866928,357.1420928
Clofazimine,WDQPAMHFFCXSNU-UHFFFAOYSA-N,Pandemic 5,472.12215,C27H22Cl2N4,473.1294331,490.1559731,495.1113731
6-(benzenesulfonyl)-4-(4-hydroxyanilino)quinoline-3-carboxamide,UPOMWMSTGPYVBA-UHFFFAOYSA-N,Pandemic 5,419.093977,C22H17N3O4S,420.1012582,437.1277982,442.0831982
"N-[[4-[(5,6-dichloro-2-piperidin-4-ylbenzimidazol-1-yl)methyl]phenyl]methyl]-2-(1H-imidazol-5-yl)ethanamine",CANIQNSGHHQOOR-UHFFFAOYSA-N,Pandemic 5,482.1752503,C25H28Cl2N6,483.1825313,500.2090713,505.1644713
"5-(4-chlorophenyl)-1,3,4-thiadiazol-2-amine",OAVULPOOAHQYDZ-UHFFFAOYSA-N,Pandemic 6,210.9971,C8H6ClN3S,212.0043771,229.0309171,233.9863171
Isotrimethoprim,ZQMPUWBQWRAQIQ-UHFFFAOYSA-N,Pandemic 6,290.13789,C14H18N4O3,291.1451715,308.1717115,313.1271115
Butyl N-[2-cyclohexyl-6-(diethylamino)-3H-benzimidazol-5-yl]carbamate,ZURYXKJPYBCOQQ-UHFFFAOYSA-N,Pandemic 6,386.2681763,C22H34N4O2,387.2754574,404.3019974,409.2573974
4-(3-Benzhydrylureido)Benzenesulfonamide,ALCSZUCTAIXDEP-UHFFFAOYSA-N,Pandemic 6,381.1147125,C20H19N3O3S,382.1219937,399.1485337,404.1039337
1-Benzyl-4-benzyloxy-2-pyridone,MPCPIBFZAKSVAX-UHFFFAOYSA-N,Pandemic 6,291.12593,C19H17NO2,292.1332098,309.1597498,314.1151498
"1-isopropenyl-3-(2-methylbenzyl)-1,3-dihydro-2H-benzimidazol-2-one",GFPQLUUZCWNZOM-UHFFFAOYSA-N,Pandemic 6,278.1419132,C18H18N2O,279.1491942,296.1757342,301.1311342
Phenethyl butyrate,WFNDDSQUKATKNX-UHFFFAOYSA-N,Pandemic 6,192.11503,C12H16O2,193.1223108,210.1488508,215.1042508
Benzenesulfonamide,FEBBZFJWAMUFPI-UHFFFAOYSA-N,Pandemic 6,284.06195,C15H12N2O2S,285.0692298,302.0957698,307.0511698
1-benzyl-2-pyridin-2-ylbenzimidazole,XBAHLDPYUIFKLE-UHFFFAOYSA-N,Pandemic 6,285.1266,C19H15N3,286.1338785,303.1604185,308.1158185
2-(4-methoxyphenyl)sulfanyl-1-phenothiazin-10-ylethanone,OPJAAOUABCWNKP-UHFFFAOYSA-N,Pandemic 6,379.0700708,C21H17NO2S2,380.0773521,397.1038921,402.0592921
"(1E)-2-(5-tert-butyl-1,2-oxazol-3-yl)-N-(3-chloroanilino)-2-oxoethanimidoyl cyanide",DXEATJQGQHDURZ-DEDYPNTBSA-N,Pandemic 6,330.08835,C16H15ClN4O2,331.0956344,348.1221744,353.0775744
